

          ---- Modelling Progress and Iteration Messages ----


 Description of column-headers and variables:
   ITERFL  = Iterations to solve flow
   ITERSQ  = Sequential transport-chemistry iterations
   MAXITCH = Maximum iterations to solve chemistry
   AVGITCH = Average iterations to solve chemistry
   DELTA-T = Current time step (days)
   Dt limit = Criterion limiting timestep
   Maxitch ID = Grid block: maximum chemical iterations

     STEP   Time(yr)   ITERFL ITERSQ MAXITCH AVGITCH Delta-t(day)  Dt limit       Maxitch ID
 ----------------------------------------------------------------------------------------------------------
     1580  0.720469E-01     2     1    261    2.837  0.20247E-01  Chm_Delta_t       0Mz 1
     1590  0.733519E-01     2     1    250    2.909  0.50382E-01  Flo_Delta_t       0Lh 1
     1600  0.739925E-01     2     1    261    2.789  0.37610E-01  Chm_Delta_t       0NO 1
     1610  0.753804E-01     2     1    258    2.639  0.84227E-02  Chm_Delta_t       0Di 1
     1620  0.761837E-01     2     1    257    2.713  0.15719E-01  Chm_Delta_t       0cb 1
     1630  0.770132E-01     2     1    260    2.883  0.39113E-01  Flo_Delta_t       0NR 1
     1640  0.776592E-01     2     1    259    2.652  0.87593E-02  Chm_Delta_t       0Z0 1
     1650  0.786140E-01     2     1    247    2.922  0.72653E-01  Flo_Delta_t       0Wg 1
     1660  0.802356E-01     2     1    266    3.187  0.54236E-01  Chm_Delta_t       03M 1
     1670  0.807346E-01     2     1    249    2.677  0.12146E-01  Flo_Delta_t       0bN 1
     1680  0.818922E-01     2     1    253    2.769  0.30223E-01  Chm_Delta_t       0cx 1
     1682  0.821373E-01     2     1    256    2.861  0.29092E-01  Chm_Delta_t       0C4 1
     1690  0.830857E-01     2     1    255    2.810  0.18098E-01  Chm_Delta_t       0Nn 1
     1700  0.834601E-01     2     1    245    2.886  0.45033E-01  Flo_Delta_t       02P 1
     1710  0.843699E-01     2     1    257    2.873  0.33617E-01  Chm_Delta_t       037 1
     1720  0.851146E-01     2     1    287    2.882  0.25095E-01  Chm_Delta_t       0N6 1
     1730  0.854542E-01     2     1    245    2.772  0.18733E-01  Flo_Delta_t       0Mq 1
     1740  0.860716E-01     2     1    255    2.707  0.10488E-01  Chm_Delta_t       0Nk 1
     1750  0.871255E-01     2     1    268    2.788  0.26098E-01  Flo_Delta_t       0NH 1
     1760  0.882230E-01     2     1    267    3.063  0.64940E-01  Flo_Delta_t       0MZ 1
     1770  0.891883E-01     2     1    255    2.750  0.14543E-01  Chm_Delta_t       07x 1
     1780  0.897628E-01     2     1    251    2.906  0.10856E-01  Flo_Delta_t       0J3 1
     1790  0.903908E-01     2     1    254    2.783  0.81043E-02  Chm_Delta_t       0IT 1
     1800  0.910870E-01     2     1    245    2.938  0.67220E-01  Flo_Delta_t       0SA 1
     1810  0.918389E-01     2     1    257    2.753  0.15054E-01  Chm_Delta_t       0Bj 1
     1820  0.930521E-01     2     1    257    3.009  0.37459E-01  Chm_Delta_t       0DX 1
     1830  0.938195E-01     2     1    261    2.795  0.27963E-01  Flo_Delta_t       0OJ 1
     1840  0.955443E-01     2     1    259    2.771  0.20874E-01  Chm_Delta_t       02m 1
     1850  0.964185E-01     2     1    251    2.844  0.15582E-01  Chm_Delta_t       0Zu 1
     1860  0.970141E-01     2     1    246    2.899  0.38774E-01  Flo_Delta_t       0Ia 1
     1870  0.984188E-01     2     1    266    3.074  0.28945E-01  Chm_Delta_t       0N2 1
     1880  0.998356E-01     2     1    257    3.052  0.72024E-01  Chm_Delta_t       0Jt 1
     1890  0.100339E+00     2     1    248    2.750  0.16130E-01  Flo_Delta_t       0Lm 1
     1900  0.101284E+00     2     1    251    2.897  0.40136E-01  Chm_Delta_t       0VI 1
     1910  0.102194E+00     2     1    250    2.975  0.99871E-01  Flo_Delta_t       0NZ 1
     1920  0.102987E+00     2     1    256    2.953  0.22366E-01  Chm_Delta_t       0VV 1
     1930  0.104133E+00     2     1    254    2.916  0.55654E-01  Chm_Delta_t       0dJ 1
     1940  0.105534E+00     2     1    258    2.807  0.41545E-01  Chm_Delta_t       0Ca 1
     1950  0.106881E+00     2     1    254    2.887  0.31013E-01  Chm_Delta_t       0ZD 1
     1960  0.107676E+00     2     1    250    2.948  0.23151E-01  Chm_Delta_t       0Vq 1
     1970  0.108561E+00     2     1    247    2.912  0.57608E-01  Flo_Delta_t       0V0 1
     1980  0.109516E+00     2     1    247    2.846  0.29671E-01  Flo_Delta_t       0Ef 1
     1990  0.110150E+00     2     1    256    2.652  0.66448E-02  Chm_Delta_t       0CD 1
     2000  0.110976E+00     2     1    245    2.810  0.55114E-01  Flo_Delta_t       0NE 1
     2010  0.113792E+00     2     1    263    2.792  0.41143E-01  Chm_Delta_t       01w 1
     2020  0.117335E+00     2     1    263    3.134  0.10238E+00  Chm_Delta_t       0Yv 1
     2030  0.119229E+00     2     1    267    2.743  0.22927E-01  Chm_Delta_t       0Lb 1
     2040  0.123144E+00     2     1    269    2.795  0.57050E-01  Chm_Delta_t       0La 1
     2050  0.127869E+00     2     1    266    2.948  0.14196E+00  Flo_Delta_t       0VW 1
     2060  0.130755E+00     2     1    265    2.824  0.10597E+00  Chm_Delta_t       0RK 1
     2070  0.133576E+00     2     1    256    2.813  0.79107E-01  Flo_Delta_t       09N 1
     2078  0.136896E+00     2     1    260    2.713  0.17627E-01  Chm_Delta_t       03G 1
     2080  0.137050E+00     2     1    247    2.803  0.21153E-01  Chm_Delta_t       01l 1
     2090  0.139393E+00     2     1    263    2.949  0.17545E+00  Flo_Delta_t       0Ko 1
     2100  0.141913E+00     2     1    263    2.767  0.39291E-01  Chm_Delta_t       03q 1
     2110  0.145200E+00     2     1    267    3.539  0.32590E+00  Flo_Delta_t       0MN 1
     2120  0.148432E+00     2     1    262    2.884  0.72984E-01  Chm_Delta_t       0B1 1
     2130  0.150245E+00     2     1    255    2.779  0.54483E-01  Flo_Delta_t       0Nc 1
     2140  0.153246E+00     2     1    268    3.117  0.13557E+00  Chm_Delta_t       0U4 1
     2150  0.160942E+00     2     1    269    3.146  0.33734E+00  Chm_Delta_t       04c 1
     2156  0.164275E+00     2     1    270    2.824  0.13404E+00  Flo_Delta_t       0Zt 1
     2160  0.166858E+00     2     1    265    2.931  0.19302E+00  Chm_Delta_t       0F0 1
     2170  0.167997E+00     2     1    291    2.813  0.43226E-01  Flo_Delta_t       0K0 1
     2180  0.169748E+00     2     1    264    3.071  0.10756E+00  Flo_Delta_t       0T4 1
     2190  0.171885E+00     2     1    265    3.241  0.80293E-01  Chm_Delta_t       0UE 1
     2200  0.174497E+00     2     1    287    2.908  0.59938E-01  Chm_Delta_t       0bR 1
     2210  0.175546E+00     2     1    263    2.795  0.44744E-01  Flo_Delta_t       0b8 1
     2220  0.178305E+00     2     1    273    2.776  0.33401E-01  Chm_Delta_t       0a3 1
     2230  0.180525E+00     2     1    270    2.824  0.83112E-01  Flo_Delta_t       0Za 1
     2240  0.186158E+00     2     1    283    2.898  0.20681E+00  Chm_Delta_t       0aw 1
     2250  0.190567E+00     2     1    274    2.855  0.15438E+00  Flo_Delta_t       01H 1
     2252  0.191654E+00     2     1    268    2.919  0.88195E-01  Chm_Delta_t       0V5 1
     2260  0.192776E+00     2     1    252    2.786  0.54864E-01  Chm_Delta_t       0Qa 1
     2270  0.195665E+00     2     1    269    2.938  0.13652E+00  Flo_Delta_t       0aW 1
     2280  0.200388E+00     2     1    273    2.957  0.33970E+00  Chm_Delta_t       0Cv 1
     2290  0.209431E+00     2     1    277    2.943  0.25359E+00  Flo_Delta_t       0at 1
     2300  0.218618E+00     2     1    279    2.824  0.18930E+00  Chm_Delta_t       0G3 1
     2301  0.219033E+00     2     1      5    2.802  0.15155E+00  Flo_Delta_t       064 1
     2310  0.230214E+00     2     1    278    3.181  0.62852E+00  Chm_Delta_t       0BI 1
     2320  0.237196E+00     2     1    275    2.975  0.14076E+00  Chm_Delta_t       0X7 1
